house_title,resblock_name,bizcircle_name,district_name,layout,rent_area,rent_price_listing,frame_orientation,m_url
整租·天朗风清 4室2厅 南,天朗风清,前海,南山区,4室2厅2卫,110.00,12000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2831903740255551488.html
整租·半岛城邦花园二期 4室2厅 南/东北,半岛城邦花园二期,蛇口,南山区,4室2厅2卫,171.00,23000,南 东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2844203090788761600.html
整租·绿海名都 1室0厅 南,绿海名都,前海,南山区,1室0厅1卫,40.00,5600,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2875415761957437440.html
整租·栖游家园 3室2厅 复式 东南,栖游家园,蛇口,南山区,3室2厅2卫,88.25,9500,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2801622687825534976.html
整租·百仕达红树西岸 4室2厅 西,百仕达红树西岸,红树湾,南山区,4室2厅3卫,240.00,50000,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2702859412234059776.html
整租·迎晖公寓 2室2厅 南,迎晖公寓,蛇口,南山区,2室2厅2卫,80.80,8300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2894746755176873984.html
整租·深圳市软件产业基地 1室1厅 东南,深圳市软件产业基地,科技园,南山区,1室1厅1卫,52.00,5800,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2857283302648455168.html
整租·港湾生活小区 2室2厅 西南,港湾生活小区,前海,南山区,2室2厅1卫,62.50,5500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2854521991888125952.html
整租·漾日湾畔 3室2厅 东南,漾日湾畔,后海,南山区,3室2厅2卫,118.00,16000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2868665446431989760.html
整租·荔枝苑 2室1厅 南,荔枝苑,华侨城,南山区,2室1厅1卫,80.00,7500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2866096589096108032.html
整租·南园枫叶国际广场 2室1厅 东南,南园枫叶国际广场,南山中心,南山区,2室1厅1卫,42.00,6500,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2874839904008290304.html
整租·南光城市花园 2室1厅 东南,南光城市花园,南山中心,南山区,2室1厅1卫,42.00,5800,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2895802167279755264.html
整租·友邻公寓 1室0厅 南,友邻公寓,南山中心,南山区,1室0厅1卫,28.00,4400,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2882654752108724224.html
整租·南园枫叶国际广场 4室1厅 西,南园枫叶国际广场,南山中心,南山区,4室1厅1卫,10.00,2200,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2866534921302704128.html
整租·红花雅筑 3室2厅 南,红花雅筑,南头,南山区,3室2厅1卫,71.00,10000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2845048432350208000.html
整租·百仕达红树西岸 3室2厅 西南,百仕达红树西岸,红树湾,南山区,3室2厅3卫,182.10,35000,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2775263780420976640.html
整租·龙都花园 2室1厅 北,龙都花园,西丽,南山区,2室1厅1卫,74.86,6000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2883205466412810240.html
整租·科技园三十四区 1室1厅 南/北,科技园三十四区,科技园,南山区,1室1厅1卫,39.00,4000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2893485366776971264.html
整租·万科云城 2室2厅 东,万科云城,西丽,南山区,2室2厅1卫,50.80,7000,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2862459296862707712.html
整租·松坪村西区三期 2室1厅 南,松坪村西区三期,科技园,南山区,2室1厅1卫,49.02,5600,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2896409727908970496.html
整租·深圳湾创新科技中心 2室1厅 南,深圳湾创新科技中心,科技园,南山区,2室1厅1卫,55.00,9000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2873945947459551232.html
整租·壹海城四区 3室1厅 东南,壹海城四区,沙头角,盐田区,3室1厅2卫,74.17,7800,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2759409253000151040.html
整租·珠光花半里 2室2厅 南,珠光花半里,西丽,南山区,2室2厅1卫,73.00,7500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2858539335878451200.html
整租·倚山花园三期 2室2厅 东/东南,倚山花园三期,沙头角,盐田区,2室2厅1卫,89.49,6900,东 东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2852329180824346624.html
整租·华逸园 2室1厅 南,华逸园,沙头角,盐田区,2室1厅1卫,48.76,3300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2883894318954201088.html
整租·半山悦海花园 3室2厅 南,半山悦海花园,沙头角,盐田区,3室2厅1卫,89.00,7600,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2900835856695181312.html
整租·碧海蓝天名苑 3室2厅 东南,碧海蓝天名苑,沙头角,盐田区,3室2厅2卫,97.65,6000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2878361398704865280.html
整租·鹏湾花园一村 2室2厅 西南,鹏湾花园一村,沙头角,盐田区,2室2厅1卫,69.20,4000,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2895494847605776384.html
整租·裕达华庭 3室2厅 东南,裕达华庭,盐田港,盐田区,3室2厅1卫,91.00,5000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2813843794884304896.html
整租·裕达华庭 3室2厅 南/北,裕达华庭,盐田港,盐田区,3室2厅2卫,112.72,4800,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2886924020299866112.html
整租·蓝郡公馆 2室1厅 东北,蓝郡公馆,沙头角,盐田区,2室1厅1卫,78.00,7000,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2871133745220689920.html
整租·上东湾 3室2厅 东南,上东湾,沙头角,盐田区,3室2厅1卫,87.00,8300,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2850821955861618688.html
整租·君临海域 3室2厅 北,君临海域,沙头角,盐田区,3室2厅1卫,80.00,6500,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2864600480749985792.html
整租·上东湾 2室2厅 东北,上东湾,沙头角,盐田区,2室2厅1卫,37.74,3800,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2854498146657517568.html
整租·壹海城四区 2室2厅 复式 东南,壹海城四区,沙头角,盐田区,2室2厅1卫,61.03,8000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2762138374985744384.html
整租·富光综合楼 2室1厅 东南,富光综合楼,沙头角,盐田区,2室1厅1卫,91.19,4000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2742800202930069504.html
整租·港城蓝山雅园 3室2厅 东南,港城蓝山雅园,盐田港,盐田区,3室2厅1卫,79.00,5200,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2874844444039839744.html
整租·上东湾 2室2厅 东南,上东湾,沙头角,盐田区,2室2厅1卫,43.00,5000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2867515357076127744.html
整租·万科东海岸四期 7室2厅 南,万科东海岸四期,梅沙,盐田区,7室2厅3卫,163.97,16000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2496883248743841792.html
整租·万科东海岸二期 1室1厅 西南,万科东海岸二期,梅沙,盐田区,1室1厅1卫,60.00,3500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2626866098196725760.html
整租·鹏广达·四季公馆 3室2厅 东南,鹏广达·四季公馆,盐田港,盐田区,3室2厅2卫,77.93,6000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2900692050293039104.html
整租·君临海域 3室2厅 南,君临海域,沙头角,盐田区,3室2厅1卫,81.57,7000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2834642158588805120.html
整租·海滨假日 2室1厅 东北,海滨假日,盐田港,盐田区,2室1厅1卫,33.00,3400,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2899251608666259456.html
整租·蓝郡公馆 3室2厅 东南,蓝郡公馆,沙头角,盐田区,3室2厅2卫,120.61,11999,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2857823614558797824.html
整租·鹏湾花园一村 2室2厅 北,鹏湾花园一村,沙头角,盐田区,2室2厅1卫,57.00,3500,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2897271007356395520.html
整租·上东湾 2室1厅 西南,上东湾,沙头角,盐田区,2室1厅1卫,42.88,4800,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2846528273172152320.html
整租·梅花楼 3室2厅 东南/南,梅花楼,沙头角,盐田区,3室2厅1卫,78.39,4200,东南 南,https://m.lianjia.com/chuzu/sz/zufang/SZ2878110571591639040.html
整租·倚山花园三期 2室1厅 西南,倚山花园三期,沙头角,盐田区,2室1厅1卫,80.86,6100,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2852752512564871168.html
整租·碧桐湾 1室0厅 东南,碧桐湾,沙头角,盐田区,1室0厅1卫,28.90,2400,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2878260251226800128.html
整租·蓝郡公馆 1室2厅 北,蓝郡公馆,沙头角,盐田区,1室2厅1卫,52.00,5200,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2850615324087427072.html
整租·御景台雅园 3室3厅 南,御景台雅园,盐田港,盐田区,3室3厅2卫,87.08,6300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2781202911277875200.html
整租·福苑 1室0厅 西北,福苑,沙头角,盐田区,1室0厅1卫,26.16,2100,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2892833882388824064.html
整租·后海花园 4室1厅 东,后海花园,后海,南山区,4室1厅1卫,79.98,8100,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2887643094202204160.html
整租·中海深圳湾畔花园 3室2厅 南,中海深圳湾畔花园,白石洲,南山区,3室2厅2卫,99.00,11000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886908172625518592.html
整租·荔园大厦 3室1厅 南,荔园大厦,南山中心,南山区,3室1厅1卫,97.06,7500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2854190482420924416.html
整租·阳光棕榈园三期 3室2厅 南,阳光棕榈园三期,前海,南山区,3室2厅2卫,105.00,9500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2888514506651074560.html
整租·英达钰龙园 3室2厅 南,英达钰龙园,南头,南山区,3室2厅1卫,89.78,9200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887077122570977280.html
整租·华润城润府三期 1室0厅 西南,华润城润府三期,科技园,南山区,1室0厅1卫,39.97,7700,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2847877042211659776.html
整租·前海时代广场 2室1厅 东南,前海时代广场,前海,南山区,2室1厅1卫,88.00,9000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2888580428955131904.html
整租·星海名城一期二组团 3室2厅 南,星海名城一期二组团,前海,南山区,3室2厅2卫,105.23,9500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2888562046285389824.html
整租·万科云城 2室1厅 南,万科云城,西丽,南山区,2室1厅1卫,51.00,6960,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2846248246908043264.html
整租·汇景豪苑 5室1厅 南,汇景豪苑,科技园,南山区,5室1厅3卫,178.80,20000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886842519814152192.html
整租·佳兆业前海广场一期 2室2厅 东南/南,佳兆业前海广场一期,前海,南山区,2室2厅1卫,77.00,7500,东南 南,https://m.lianjia.com/chuzu/sz/zufang/SZ2888390820090880000.html
整租·瑞景华庭 2室1厅 西南,瑞景华庭,前海,南山区,2室1厅1卫,55.06,6000,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887787344168230912.html
整租·星海名城二期七组团 2室2厅 南,星海名城二期七组团,前海,南山区,2室2厅2卫,96.00,9000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887092172832636928.html
整租·大冲都市花园 2室1厅 南,大冲都市花园,科技园,南山区,2室1厅1卫,80.00,11000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2888223565634093056.html
整租·万科蛇口公馆 2室1厅 西南,万科蛇口公馆,蛇口,南山区,2室1厅1卫,54.00,7500,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886887627439472640.html
整租·华润城润府三期 1室0厅 东南,华润城润府三期,科技园,南山区,1室0厅1卫,39.97,7700,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2847877043444514816.html
整租·深物业前海港湾花园 4室2厅 南/北,深物业前海港湾花园,前海,南山区,4室2厅1卫,124.40,13000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2888211699083780096.html
整租·学子荔园 2室1厅 南,学子荔园,大学城,南山区,2室1厅1卫,71.00,7000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887673354637017088.html
整租·华润城润府三期 1室0厅 西北,华润城润府三期,科技园,南山区,1室0厅1卫,39.97,7700,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2847877043167690752.html
整租·汉京九榕台 4室2厅 复式 东南,汉京九榕台,前海,南山区,4室2厅2卫,160.94,35000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887571706593935360.html
整租·中熙君南山 3室2厅 南,中熙君南山,南山中心,南山区,3室2厅2卫,89.46,11000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2888551817384566784.html
整租·京基御景峯 2室1厅 东南,京基御景峯,大学城,南山区,2室1厅1卫,59.47,5780,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2848589148812476416.html
整租·佳兆业前海广场一期 3室1厅 南,佳兆业前海广场一期,前海,南山区,3室1厅1卫,87.00,8000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887725703829667840.html
整租·漾日湾畔 2室1厅 西北,漾日湾畔,后海,南山区,2室1厅1卫,72.00,9200,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2848594988542205952.html
整租·阳光带海滨城一期 4室2厅 东南,阳光带海滨城一期,科技园,南山区,4室2厅2卫,143.00,16000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887700796189974528.html
整租·百仕达红树西岸 2室2厅 西,百仕达红树西岸,红树湾,南山区,2室2厅2卫,117.00,32000,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2889852413047472128.html
整租·星海名城一期二组团 3室2厅 北,星海名城一期二组团,前海,南山区,3室2厅1卫,100.00,9500,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2886376917970190336.html
整租·天鹅湖花园三期 4室2厅 南,天鹅湖花园三期,华侨城,南山区,4室2厅2卫,122.57,20000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2886826818227142656.html
整租·海境界家园一期 3室2厅 南,海境界家园一期,蛇口,南山区,3室2厅2卫,88.94,12000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2828408346972004352.html
整租·海上世界双玺 5室2厅 西南,海上世界双玺,蛇口,南山区,5室2厅3卫,335.73,85000,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2895062177759641600.html
整租·海月花园一期 4室2厅 南/北,海月花园一期,蛇口,南山区,4室2厅2卫,132.70,12500,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2771703079182278656.html
整租·红花雅筑 3室2厅 南,红花雅筑,南头,南山区,3室2厅1卫,71.00,10000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2845048432350208000.html
整租·恒裕滨城一期 4室2厅 南,恒裕滨城一期,深圳湾,南山区,4室2厅1卫,168.35,38000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2820949737493512192.html
整租·科技园三十四区 1室1厅 南/北,科技园三十四区,科技园,南山区,1室1厅1卫,39.00,4000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2893485366776971264.html
整租·龙电花园A区 3室2厅 东南,龙电花园A区,蛇口,南山区,3室2厅1卫,98.70,7000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2887724727479582720.html
整租·松坪村西区三期 2室1厅 南,松坪村西区三期,科技园,南山区,2室1厅1卫,49.02,5600,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2896409727908970496.html
整租·沙河观景阁 1室1厅 北,沙河观景阁,白石洲,南山区,1室1厅1卫,48.85,6500,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2530531118697431040.html
整租·金地国际公寓 2室2厅 南,金地国际公寓,科技园,南山区,2室2厅1卫,61.15,11000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2841859762596364288.html
整租·金地国际公寓 1室1厅 西,金地国际公寓,科技园,南山区,1室1厅1卫,50.06,8800,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2845781807486468096.html
整租·万科云城 2室2厅 东,万科云城,西丽,南山区,2室2厅1卫,50.80,7000,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2862459296862707712.html
整租·荔林春晓 6室2厅 南,荔林春晓,南头,南山区,6室2厅3卫,171.00,26800,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2808551367780868096.html
整租·珠光花半里 2室2厅 南,珠光花半里,西丽,南山区,2室2厅1卫,73.00,7500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2858539335878451200.html
整租·深圳湾创新科技中心 2室1厅 南,深圳湾创新科技中心,科技园,南山区,2室1厅1卫,55.00,9000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2873945947459551232.html
整租·学府花园 4室2厅 北,学府花园,南山中心,南山区,4室2厅2卫,101.82,9300,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2866798768634994688.html
整租·侨城馨苑 1室2厅 西南,侨城馨苑,白石洲,南山区,1室2厅1卫,62.00,7200,西南,https://m.lianjia.com/chuzu/sz/zufang/SZ2823919237583093760.html
整租·深圳湾创新科技中心 2室1厅 南,深圳湾创新科技中心,科技园,南山区,2室1厅1卫,56.00,9200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2876087318606266368.html
整租·桃苑小区 1室1厅 北,桃苑小区,南头,南山区,1室1厅1卫,29.41,3300,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2885372287622578176.html
整租·万豪御景苑 2室1厅 东南,万豪御景苑,前海,南山区,2室1厅1卫,35.00,5000,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2862263929898270720.html
整租·福海苑 1室0厅 北,福海苑,南山中心,南山区,1室0厅1卫,23.45,3000,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2887126440028422144.html
整租·佳兆业前海广场二期 3室2厅 南,佳兆业前海广场二期,前海,南山区,3室2厅2卫,64.34,8400,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2804274385333534720.html
整租·南海玫瑰花园二期 4室2厅 南/北,南海玫瑰花园二期,蛇口,南山区,4室2厅4卫,217.01,35000,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2872285167878144000.html
整租·友邻公寓 1室0厅 东,友邻公寓,南山中心,南山区,1室0厅1卫,30.00,4600,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2873033771417354240.html
整租·荔林春晓 3室2厅 东北,荔林春晓,南头,南山区,3室2厅1卫,107.39,12000,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2863753749498183680.html
整租·城市山谷三期 6室2厅 南,城市山谷三期,科技园,南山区,6室2厅4卫,232.06,50000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2819719913990520832.html
整租·海滨花园 3室2厅 南,海滨花园,蛇口,南山区,3室2厅2卫,109.00,12000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2879031568137977856.html
整租·观海台 3室2厅 南/北,观海台,后海,南山区,3室2厅2卫,120.00,16500,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2863165352601460736.html
整租·紫竹园 3室1厅 南,紫竹园,蛇口,南山区,3室1厅1卫,63.00,6200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2866724529210654720.html
整租·蓝漪花园 5室2厅 跃层 南,蓝漪花园,蛇口,南山区,5室2厅3卫,273.00,25000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2889740516776484864.html
整租·花园城一期 3室2厅 南,花园城一期,蛇口,南山区,3室2厅1卫,89.00,8000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2863045939634388992.html
整租·MR.91公馆 1室1厅 南,MR.91公馆,笋岗,罗湖区,1室1厅1卫,39.00,3630,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2646271187017277440.html
整租·中海天钻 4室2厅 南,中海天钻,万象城,罗湖区,4室2厅2卫,120.00,14500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2680431379602751488.html
整租·东门168 1室0厅 东南,东门168,螺岭,罗湖区,1室0厅1卫,23.56,2700,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2818153057190690816.html
整租·旺业豪苑 3室2厅 东南,旺业豪苑,东门,罗湖区,3室2厅1卫,81.19,5500,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2822590098263523328.html
整租·鸿基花园 3室1厅 南,鸿基花园,布心,罗湖区,3室1厅1卫,89.10,5000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2823892299153678336.html
整租·蓝漪花园 4室2厅 南,蓝漪花园,蛇口,南山区,4室2厅2卫,138.28,13000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2821618935684931584.html
整租·都市名园 2室1厅 西北,都市名园,万象城,罗湖区,2室1厅1卫,63.42,6900,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2821008842534961152.html
整租·物资宿舍大院 2室1厅 东南,物资宿舍大院,螺岭,罗湖区,2室1厅1卫,69.77,5500,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2824459146202718208.html
整租·和平大厦 2室1厅 东北,和平大厦,万象城,罗湖区,2室1厅1卫,74.00,6800,东北,https://m.lianjia.com/chuzu/sz/zufang/SZ2822545868807749632.html
整租·特力大厦 1室0厅 南,特力大厦,翠竹,罗湖区,1室0厅1卫,45.72,3000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2823924346916454400.html
整租·新丰大厦 2室1厅 东,新丰大厦,百仕达,罗湖区,2室1厅1卫,45.69,4200,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2824487780338909184.html
整租·MR.91公馆 1室1厅 南,MR.91公馆,笋岗,罗湖区,1室1厅1卫,38.00,3690,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2649538020050468864.html
整租·名骏豪庭 1室1厅 北,名骏豪庭,莲塘,罗湖区,1室1厅1卫,43.00,3700,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2823352740221566976.html
整租·星桂园 1室1厅 北,星桂园,地王,罗湖区,1室1厅1卫,28.00,3590,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2548033536963911680.html
整租·大中华汇展阁 1室1厅 西北,大中华汇展阁,罗湖口岸,罗湖区,1室1厅1卫,73.27,4000,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2824003136480616448.html
整租·ONE 39 1室0厅 东,ONE 39,地王,罗湖区,1室0厅1卫,39.48,4500,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2807824588052889600.html
整租·虹桥星座大厦 1室1厅 南,虹桥星座大厦,笋岗,罗湖区,1室1厅1卫,25.00,2990,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2867780449269727232.html
整租·长丰苑 1室1厅 北,长丰苑,春风路,罗湖区,1室1厅1卫,40.00,4600,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2872607977578708992.html
整租·新世界大厦 1室1厅 东南,新世界大厦,螺岭,罗湖区,1室1厅1卫,29.00,3300,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2855645666607644672.html
整租·罗湖金岸大厦 1室1厅 东南,罗湖金岸大厦,罗湖口岸,罗湖区,1室1厅1卫,28.00,3190,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2866796924349464576.html
整租·愉天小区 1室1厅 南,愉天小区,翠竹,罗湖区,1室1厅1卫,31.68,3260,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2866798573834469376.html
整租·鸿隆世纪广场 3室1厅 南,鸿隆世纪广场,地王,罗湖区,3室1厅1卫,98.98,8500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2811532406644293632.html
整租·华隆园 1室0厅 南,华隆园,螺岭,罗湖区,1室0厅1卫,30.12,3530,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2866807109839241216.html
整租·旭飞华天苑 1室1厅 北,旭飞华天苑,清水河,罗湖区,1室1厅1卫,26.40,2300,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2809494993872355328.html
整租·源兴居 1室1厅 北,源兴居,洪湖,罗湖区,1室1厅1卫,22.00,3290,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2085253683951435776.html
整租·邮电大院 2室1厅 南,邮电大院,洪湖,罗湖区,2室1厅1卫,69.75,5500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2809260300434948096.html
整租·金迪名苑 1室0厅 北,金迪名苑,布心,罗湖区,1室0厅1卫,26.00,3130,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2102633869520928768.html
整租·新世界大厦 1室1厅 东南,新世界大厦,螺岭,罗湖区,1室1厅1卫,24.23,3200,东南,https://m.lianjia.com/chuzu/sz/zufang/SZ2874701106729197568.html
整租·新世界鹿茵翠地 3室1厅 南/北,新世界鹿茵翠地,莲塘,罗湖区,3室1厅1卫,98.00,6300,南 北,https://m.lianjia.com/chuzu/sz/zufang/SZ2810904781638336512.html
整租·华隆园 1室0厅 西,华隆园,螺岭,罗湖区,1室0厅1卫,29.93,3090,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2118832235087142912.html
整租·东悦名轩 2室1厅 东,东悦名轩,东门,罗湖区,2室1厅1卫,49.00,5630,东,https://m.lianjia.com/chuzu/sz/zufang/SZ2104396795269619712.html
整租·丹枫白露城东1号 2室2厅 南,丹枫白露城东1号,黄贝岭,罗湖区,2室2厅2卫,95.00,6000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2822569212642328576.html
整租·翠盈嘉园 2室1厅 北,翠盈嘉园,洪湖,罗湖区,2室1厅1卫,75.65,6200,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2824471670856105984.html
整租·深宝住宅区 3室2厅 南,深宝住宅区,翠竹,罗湖区,3室2厅1卫,85.00,5300,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2824015835700666368.html
整租·华商时代公寓 1室0厅 西,华商时代公寓,笋岗,罗湖区,1室0厅1卫,23.00,2650,西,https://m.lianjia.com/chuzu/sz/zufang/SZ2831841769212084224.html
整租·虹桥星座大厦 2室1厅 南,虹桥星座大厦,笋岗,罗湖区,2室1厅1卫,61.00,5500,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2831327064282636288.html
整租·华隆园 1室0厅 南,华隆园,螺岭,罗湖区,1室0厅1卫,30.77,2400,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2832723520889831424.html
整租·新世界大厦 1室1厅 南,新世界大厦,螺岭,罗湖区,1室1厅1卫,34.27,5200,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2833257974925885440.html
整租·幸福华府 1室0厅 北,幸福华府,地王,罗湖区,1室0厅1卫,49.07,3700,北,https://m.lianjia.com/chuzu/sz/zufang/SZ2774479315373932544.html
整租·城市天地广场 1室1厅 南,城市天地广场,万象城,罗湖区,1室1厅1卫,51.00,5000,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2832023254666059776.html
整租·名骏豪庭 2室2厅 南,名骏豪庭,莲塘,罗湖区,2室2厅1卫,64.00,4900,南,https://m.lianjia.com/chuzu/sz/zufang/SZ2832425693143367680.html
整租·港岛银座 2室1厅 西北,港岛银座,地王,罗湖区,2室1厅1卫,68.00,7800,西北,https://m.lianjia.com/chuzu/sz/zufang/SZ2832454229787156480.html
